Nama pembeli,Tanggal pembelian,Review,Column 4,Rating,Sentimen
sonihrtdi,2024-08-20 22:16 | Variasi: 1 Bulan,"Web Mirror, KW, bukan asli","sonihrtdi2024-08-20 22:16 | Variasi: 1 BulanWeb Mirror, KW, bukan asli2Laporkan Penyalahgunaan",1,Negatif
,2024-02-11 01:30 | Variasi: 1 Bulan,Terlalu sering tiba tiba akun ga pro,k*****e2024-02-11 01:30 | Variasi: 1 BulanTerlalu sering tiba tiba akun ga pro2Laporkan Penyalahgunaan,1,Negatif
aziz_101,2024-07-07 22:23 | Variasi: 1 Bulan,Fungsi: 👎Desain: 👎Penggunaan: 👎Bukan akun asli ChatGPT,aziz_1012024-07-07 22:23 | Variasi: 1 BulanFungsi: 👎Desain: 👎Penggunaan: 👎Bukan akun asli ChatGPT2Laporkan Penyalahgunaan,1,Negatif
umar_haq,2023-11-20 15:49 | Variasi: 3 Bulan,"Update PenilaianCuma bisa sebulan, setelah itu gak bisa Padahal saya beli yang 3 bulan  Semoga seller bertanggungjawab Segera saya ganti ratingnya Jika seller tanggung jawab","umar_haq2023-11-20 15:49 | Variasi: 3 BulanUpdate PenilaianCuma bisa sebulan, setelah itu gak bisa Padahal saya beli yang 3 bulan  Semoga seller bertanggungjawab Segera saya ganti ratingnya Jika seller tanggung jawab5Laporkan Penyalahgunaan",1,Negatif
ary139,2023-08-07 20:19 | Variasi: 1 Bulan,Udah 3x ganti akun selalu kena limit,ary1392023-08-07 20:19 | Variasi: 1 BulanUdah 3x ganti akun selalu kena limit9Laporkan Penyalahgunaan,1,Negatif
farhanharyadi99,2023-12-27 15:27 | Variasi: 1 Bulan,Gabisa dipake,farhanharyadi992023-12-27 15:27 | Variasi: 1 BulanGabisa dipake3Laporkan Penyalahgunaan,1,Negatif
yudhaelfama,2024-01-04 11:43 | Variasi: 1 Bulan,Burika ah,yudhaelfama2024-01-04 11:43 | Variasi: 1 BulanBurika ah2Laporkan Penyalahgunaan,1,Negatif
kunzx404,2023-06-01 11:39 | Variasi: 1 Bulan,busuk dipake banyak orang gk bisa dipake,kunzx4042023-06-01 11:39 | Variasi: 1 Bulanbusuk dipake banyak orang gk bisa dipake8Laporkan Penyalahgunaan,1,Negatif
anwar29mei,2024-11-07 19:28 | Variasi: 1 Bulan,Fungsi: produk tidak bisa digunakanDesain: admin lambat membalas,anwar29mei2024-11-07 19:28 | Variasi: 1 BulanFungsi: produk tidak bisa digunakanDesain: admin lambat membalasMembantu?Laporkan Penyalahgunaan,1,Negatif
,2024-03-30 11:29 | Variasi: 1 Bulan,baikUpdate Penilaianslowresp parah ,t*****a2024-03-30 11:29 | Variasi: 1 BulanbaikUpdate Penilaianslowresp parah 2Laporkan Penyalahgunaan,1,Negatif
,2023-12-12 20:18 | Variasi: 1 Bulan,MantapUpdate PenilaianDahlah nyesal..,m*****r2023-12-12 20:18 | Variasi: 1 BulanMantapUpdate PenilaianDahlah nyesal..1Laporkan Penyalahgunaan,1,Negatif
,2023-12-25 18:47 | Variasi: 1 Bulan,gabisa dipakai sama sekali krn limit,a*****x2023-12-25 18:47 | Variasi: 1 Bulangabisa dipakai sama sekali krn limit1Laporkan Penyalahgunaan,1,Negatif
k1_5txiouw,2024-10-18 11:03 | Variasi: 1 Bulan,tidak memberikan solusi,k1_5txiouw2024-10-18 11:03 | Variasi: 1 Bulantidak memberikan solusi1Laporkan Penyalahgunaan,1,Negatif
syifasyauqiyah_15,2024-11-02 12:10 | Variasi: 1 Bulan,gabisa di gunain untuk scan foto,syifasyauqiyah_152024-11-02 12:10 | Variasi: 1 Bulangabisa di gunain untuk scan fotoMembantu?Laporkan Penyalahgunaan,1,Negatif
,2024-11-05 18:47 | Variasi: 1 Bulan,bukan gpt asli,r*****22024-11-05 18:47 | Variasi: 1 Bulanbukan gpt asliMembantu?Laporkan Penyalahgunaan,1,Negatif
fatchyb,2024-09-24 12:58 | Variasi: 1 Bulan,"Fungsi: ga berfungsiDesain: -Penggunaan: ga gunagabisa dipake gausah beli, mana penjual bales nya singkat banget kayak ga niat ngejual. intinya produknya gabisa dipake samsek& penjual ga ngasih solusi","fatchyb2024-09-24 12:58 | Variasi: 1 BulanFungsi: ga berfungsiDesain: -Penggunaan: ga gunagabisa dipake gausah beli, mana penjual bales nya singkat banget kayak ga niat ngejual. intinya produknya gabisa dipake samsek& penjual ga ngasih solusi1Laporkan Penyalahgunaan",1,Negatif
,2024-06-12 17:47 | Variasi: 3 Bulan,"Fungsi: susahDesain: susahPenggunaan: susahSusah banget hubungin adminnya. Mau login harus nunggu adminnya online. Bisa 2-7 jam. Trs kalau tbtb ke log out, chat adminnya lg harus nilai dulu pake bintang 5 biar dapet garansi buat login lagi. Hadeeh ribet banget mending beli di officialnya aja guys! Semoga membantuUpdate PenilaianMau dihapus guys penilaiannya. Takut ketauan jeleknya. Semoga pembeli pd sadar yaaaaa🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻","w*****l2024-06-12 17:47 | Variasi: 3 BulanFungsi: susahDesain: susahPenggunaan: susahSusah banget hubungin adminnya. Mau login harus nunggu adminnya online. Bisa 2-7 jam. Trs kalau tbtb ke log out, chat adminnya lg harus nilai dulu pake bintang 5 biar dapet garansi buat login lagi. Hadeeh ribet banget mending beli di officialnya aja guys! Semoga membantuUpdate PenilaianMau dihapus guys penilaiannya. Takut ketauan jeleknya. Semoga pembeli pd sadar yaaaaa🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻3Laporkan Penyalahgunaan",1,Negatif
chonisa08,2024-05-24 13:18 | Variasi: 1 Bulan,"Fungsi: tidak berfungsi dg baikSusah bgt makenya. Masa dikirimnya yg vers hangeul sih. Mana ps di execute hasilnya gasesuai. Pesen 2hr yg lalu, awalnya udh di ksih email, tp hrs minta kode dulu. Mau minta kode balesannya lama bgtttt. Trus dikasih lg, dpt nya email yg salah. Dan yg terakhir yg ini, dikasihnya yg hangeul. Aduhhh gabener deh. Rugi waktu rugi uang😂 0:11Update PenilaianJarak waktunya lama bgttttt. Abis ngechat aku nubgguin satu jam pun ada","chonisa082024-05-24 13:18 | Variasi: 1 BulanFungsi: tidak berfungsi dg baikSusah bgt makenya. Masa dikirimnya yg vers hangeul sih. Mana ps di execute hasilnya gasesuai. Pesen 2hr yg lalu, awalnya udh di ksih email, tp hrs minta kode dulu. Mau minta kode balesannya lama bgtttt. Trus dikasih lg, dpt nya email yg salah. Dan yg terakhir yg ini, dikasihnya yg hangeul. Aduhhh gabener deh. Rugi waktu rugi uang😂 0:11Update PenilaianJarak waktunya lama bgttttt. Abis ngechat aku nubgguin satu jam pun ada1Laporkan Penyalahgunaan",1,Negatif
jacklaw9,2023-11-09 04:31 | Variasi: Lifetime,"Sepadan dengan Harga: Maaf tak sepadanFitur Terbaik: Tidak adaSedang proses pelaporan ke polisi untuk akun ini. Bagi yang merasa tertipu juga, silahkan DM saya, dan ikut bersaksi untuk memproses pemilik akun ini.1","jacklaw92023-11-09 04:31 | Variasi: LifetimeSepadan dengan Harga: Maaf tak sepadanFitur Terbaik: Tidak adaSedang proses pelaporan ke polisi untuk akun ini. Bagi yang merasa tertipu juga, silahkan DM saya, dan ikut bersaksi untuk memproses pemilik akun ini.16Laporkan Penyalahgunaan",1,Negatif
,2023-11-22 04:26 | Variasi: Lifetime,"Pesen yang lifetime tapi 1 bln aja udah gabisa di pake. Di log out & penjual tidak responsif.  Chat gpt premium cuma bisa dipake sometimes, biasa pake sekali udh kena limit","v*****a2023-11-22 04:26 | Variasi: LifetimePesen yang lifetime tapi 1 bln aja udah gabisa di pake. Di log out & penjual tidak responsif.  Chat gpt premium cuma bisa dipake sometimes, biasa pake sekali udh kena limit2Laporkan Penyalahgunaan",1,Negatif
ayuhrj,2024-11-09 23:29 | Variasi: 1 Bulan,"Fungsi: ngelek mulu, sebell","ayuhrj2024-11-09 23:29 | Variasi: 1 BulanFungsi: ngelek mulu, sebellMembantu?Laporkan Penyalahgunaan",1,Negatif
ntnaels,2023-10-07 13:21 | Variasi: 1 Bulan,respon penjual:***Penilaian Penjual telah disembunyikan karena mengandung konten yang kurang pantas***,ntnaels2023-10-07 13:21 | Variasi: 1 Bulanrespon penjual:***Penilaian Penjual telah disembunyikan karena mengandung konten yang kurang pantas***4Laporkan Penyalahgunaan,1,Negatif
